Time,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate (Females) per 100,000","Age-adjusted rate (Males) per 100,000","Age-adjusted rate per 100,000",Average annual number,Average annual number (Females),Average annual number (Males),Type
2006-2010,UHF42,308,4,Greenwich Village - SoHo,45.8,65.9,55,50,22.6,27.4,Lung and Bronchus
2006-2010,UHF42,309,4,Union Square - Lower East Side,44.9,68,54.2,119.6,57.2,62.4,Lung and Bronchus
2006-2010,UHF42,310,4,Lower Manhattan,42.3,63.7,50.8,20.2,9.8,10.4,Lung and Bronchus
2006-2010,UHF42,401,4,Long Island City - Astoria,32.5,63.3,45.1,97.2,40.4,56.8,Lung and Bronchus
2006-2010,UHF42,402,4,West Queens,35.6,58.2,44.8,189.6,86.8,102.8,Lung and Bronchus
2006-2010,UHF42,403,4,Flushing - Clearview,43.6,66.9,52.8,179.6,84,95.6,Lung and Bronchus
2006-2010,UHF42,404,4,Bayside - Little Neck,47.7,61.5,53.5,68.4,34.8,33.6,Lung and Bronchus
2006-2010,UHF42,405,4,Ridgewood - Forest Hills,41.6,62.2,50.1,157.8,76.8,81,Lung and Bronchus
2006-2010,UHF42,406,4,Fresh Meadows,42.5,61.1,49.9,58,28.2,29.8,Lung and Bronchus
2006-2010,UHF42,407,4,Southwest Queens,38.5,55.3,45.4,118.2,57.4,60.8,Lung and Bronchus
2006-2010,UHF42,408,4,Jamaica,34.4,55.7,42.7,126.4,60.8,65.6,Lung and Bronchus
2006-2010,UHF42,409,4,Southeast Queens,35.1,52.2,42.1,96,47.6,48.4,Lung and Bronchus
2006-2010,UHF42,410,4,Rockaways,57.1,73.8,64,78.6,41.6,37,Lung and Bronchus
2006-2010,UHF42,501,4,Port Richmond,51.7,95.8,69.6,41,17.8,23.2,Lung and Bronchus
2006-2010,UHF42,502,4,Stapleton - St. George,54.4,74.1,62.3,83.2,41.4,41.8,Lung and Bronchus
2006-2010,UHF42,503,4,Willowbrook,57.6,80.4,66.4,68.4,33.6,34.8,Lung and Bronchus
2006-2010,UHF42,504,4,South Beach - Tottenville,61.9,85.2,71.3,148,72.2,75.8,Lung and Bronchus
2006-2010,Borough,1,1,Bronx,42.9,72.1,54.2,651.4,308.2,343.2,Lung and Bronchus
2006-2010,Borough,2,1,Brooklyn,39.1,65.8,49.8,1185,548.2,636.8,Lung and Bronchus
2006-2010,Borough,3,1,Manhattan,46.3,61.9,52.6,887.8,453.8,434,Lung and Bronchus
2006-2010,Borough,4,1,Queens,41.6,63.5,50.5,1172.4,559.2,613.2,Lung and Bronchus
2006-2010,Borough,5,1,Staten Island,59.7,85,69.9,341.2,165.6,175.6,Lung and Bronchus
2006-2010,Citywide,1,0,New York City,43.1,66.4,52.5,4237.8,2035,2202.8,Lung and Bronchus
2005-2009,UHF42,101,4,Kingsbridge - Riverdale,49.9,67.7,56.5,72.8,39,33.8,Lung and Bronchus
2005-2009,UHF42,102,4,Northeast Bronx,33.4,63.6,44.7,98.6,45.2,53.4,Lung and Bronchus
2005-2009,UHF42,103,4,Fordham - Bronx Pk,42.8,67.7,52.2,96.2,47,49.2,Lung and Bronchus
2005-2009,UHF42,104,4,Pelham - Throgs Neck,45.9,80.3,59.3,179,83.2,95.8,Lung and Bronchus
2005-2009,UHF42,105,4,Crotona -Tremont,43.3,76,55.7,74.4,34.6,39.8,Lung and Bronchus
2005-2009,UHF42,106,4,High Bridge - Morrisania,45.4,86.3,60.5,85.6,39.2,46.4,Lung and Bronchus
2005-2009,UHF42,107,4,Hunts Point - Mott Haven,37.2,56.6,44.7,42.6,20.6,22,Lung and Bronchus
2005-2009,UHF42,201,4,Greenpoint,39.2,51.8,44,48.4,25,23.4,Lung and Bronchus
2005-2009,UHF42,202,4,Downtown - Heights - Slope,41.2,60.8,49.3,97.8,48,49.8,Lung and Bronchus
2005-2009,UHF42,203,4,Bedford Stuyvesant - Crown Heights,35.4,72.4,48.8,133.6,59.8,73.8,Lung and Bronchus
2005-2009,UHF42,204,4,East New York,34,60.5,44.2,61.2,28.2,33,Lung and Bronchus
2005-2009,UHF42,205,4,Sunset Park,35.6,71.6,50.7,49.2,19.6,29.6,Lung and Bronchus
2005-2009,UHF42,206,4,Borough Park,37.6,61,47.3,159,73.2,85.8,Lung and Bronchus
2005-2009,UHF42,207,4,East Flatbush - Flatbush,27,43.5,33.3,98.2,48.4,49.8,Lung and Bronchus
2005-2009,UHF42,208,4,Canarsie - Flatlands,40.7,59.5,48.3,104.6,52.6,52,Lung and Bronchus
2005-2009,UHF42,209,4,Bensonhurst - Bay Ridge,45.2,71,55.4,147.4,69.6,77.8,Lung and Bronchus
2005-2009,UHF42,210,4,Coney Island - Sheepshead Bay,40.1,70.5,52.5,217,96.2,120.8,Lung and Bronchus
2005-2009,UHF42,211,4,Williamsburg - Bushwick,32.7,67.9,46.6,71.4,30,41.4,Lung and Bronchus
2005-2009,UHF42,301,4,Washington Heights,27.8,52.7,37.8,92.8,41.4,51.4,Lung and Bronchus
2005-2009,UHF42,302,4,Central Harlem - Morningside Heights,47.1,87.7,62.9,93.8,42.2,51.6,Lung and Bronchus
2005-2009,UHF42,303,4,East Harlem,45.2,78.7,58.3,63,29.6,33.4,Lung and Bronchus
2005-2009,UHF42,304,4,Upper West Side,44,57.6,49.5,128.8,67.4,61.4,Lung and Bronchus
2005-2009,UHF42,305,4,Upper East Side,53.7,55.4,54.2,141.6,82.2,59.4,Lung and Bronchus
2005-2009,UHF42,306,4,Chelsea - Clinton,47.8,66.2,55.9,79.8,36.4,43.4,Lung and Bronchus
2005-2009,UHF42,307,4,Gramercy Park - Murray Hill,59.3,63.9,60.7,99.6,55,44.6,Lung and Bronchus
2005-2009,UHF42,308,4,Greenwich Village - SoHo,47.9,65.5,55.6,49.6,23,26.6,Lung and Bronchus
2005-2009,UHF42,309,4,Union Square - Lower East Side,45.4,75,57.6,125.6,57.2,68.4,Lung and Bronchus
2005-2009,UHF42,310,4,Lower Manhattan,46.7,65.4,53.3,20,10.2,9.8,Lung and Bronchus
2005-2009,UHF42,401,4,Long Island City - Astoria,33.3,66.7,46.8,98.8,40.6,58.2,Lung and Bronchus
2005-2009,UHF42,402,4,West Queens,35.9,59.7,45.5,187.6,85.8,101.8,Lung and Bronchus
2005-2009,UHF42,403,4,Flushing - Clearview,42.2,67,52.1,175.2,81.2,94,Lung and Bronchus
2005-2009,UHF42,404,4,Bayside - Little Neck,48.9,59.3,53.1,67.4,35.4,32,Lung and Bronchus
2005-2009,UHF42,405,4,Ridgewood - Forest Hills,41.1,65.4,51,158.8,75,83.8,Lung and Bronchus
2005-2009,UHF42,406,4,Fresh Meadows,44.2,63.1,51.7,59.4,29,30.4,Lung and Bronchus
2005-2009,UHF42,407,4,Southwest Queens,34.2,58.8,44.2,113.4,50.4,63,Lung and Bronchus
2005-2009,UHF42,408,4,Jamaica,33.7,58.6,43.6,127.4,59,68.4,Lung and Bronchus
2005-2009,UHF42,409,4,Southeast Queens,38.3,53.6,44.5,99.2,51,48.2,Lung and Bronchus
2005-2009,UHF42,410,4,Rockaways,59,79.1,67.1,81.4,42.4,39,Lung and Bronchus
2005-2009,UHF42,501,4,Port Richmond,59.3,94.7,73.6,42.2,19.6,22.6,Lung and Bronchus
2005-2009,UHF42,502,4,Stapleton - St. George,54.4,75.1,62.5,81.4,40.8,40.6,Lung and Bronchus
2005-2009,UHF42,503,4,Willowbrook,57,76.2,64.3,65.6,33,32.6,Lung and Bronchus
2005-2009,UHF42,504,4,South Beach - Tottenville,62.5,88.2,72.9,149.2,72.2,77,Lung and Bronchus
2005-2009,Borough,1,1,Bronx,43.1,73.3,54.7,648.2,306.4,341.8,Lung and Bronchus
2005-2009,Borough,2,1,Brooklyn,39.4,66.4,50.2,1186.2,549.6,636.6,Lung and Bronchus
2005-2009,Borough,3,1,Manhattan,46.1,65,53.8,896.6,446.4,450.2,Lung and Bronchus
2005-2009,Borough,4,1,Queens,41.2,64.9,50.8,1171.2,551.2,620,Lung and Bronchus
2005-2009,Borough,5,1,Staten Island,60.6,85.4,70.5,339.2,166.4,172.8,Lung and Bronchus
2005-2009,Citywide,1,0,New York City,43.2,67.8,53.1,4241.4,2020,2221.4,Lung and Bronchus
2004-2008,UHF42,101,4,Kingsbridge - Riverdale,47.2,69.1,55.3,71.2,36.8,34.4,Lung and Bronchus
2004-2008,UHF42,102,4,Northeast Bronx,34.7,66.7,47,101,45.8,55.2,Lung and Bronchus
2004-2008,UHF42,103,4,Fordham - Bronx Pk,43.7,69.9,53.6,98,47.8,50.2,Lung and Bronchus
2004-2008,UHF42,104,4,Pelham - Throgs Neck,44.2,83.8,59.7,177.2,79,98.2,Lung and Bronchus
2004-2008,UHF42,105,4,Crotona -Tremont,41.6,75.4,54.1,70.2,32.2,38,Lung and Bronchus
2004-2008,UHF42,106,4,High Bridge - Morrisania,41.3,80.1,55.5,78,35.6,42.4,Lung and Bronchus
2004-2008,UHF42,107,4,Hunts Point - Mott Haven,39.2,58.3,46,43,21.6,21.4,Lung and Bronchus
2004-2008,UHF42,201,4,Greenpoint,37.1,52.1,43.1,46.4,23.2,23.2,Lung and Bronchus
2004-2008,UHF42,202,4,Downtown - Heights - Slope,40.1,67,51.4,99.8,45.8,54,Lung and Bronchus
2004-2008,UHF42,203,4,Bedford Stuyvesant - Crown Heights,36.7,74.8,50.9,136.6,60.8,75.8,Lung and Bronchus
2004-2008,UHF42,204,4,East New York,35.3,59.3,44.7,60.2,28.4,31.8,Lung and Bronchus
2004-2008,UHF42,205,4,Sunset Park,34.4,72.5,50.6,48.2,18.4,29.8,Lung and Bronchus
2004-2008,UHF42,206,4,Borough Park,37.3,60.5,47,156,71.6,84.4,Lung and Bronchus
2004-2008,UHF42,207,4,East Flatbush - Flatbush,26.3,43,32.6,94.8,46.4,48.4,Lung and Bronchus
2004-2008,UHF42,208,4,Canarsie - Flatlands,40.1,62,48.9,103.4,50.6,52.8,Lung and Bronchus
2004-2008,UHF42,209,4,Bensonhurst - Bay Ridge,44,73.8,55.9,146.6,66.8,79.8,Lung and Bronchus
2004-2008,UHF42,210,4,Coney Island - Sheepshead Bay,39.8,69.2,51.7,212,94.8,117.2,Lung and Bronchus
2004-2008,UHF42,211,4,Williamsburg - Bushwick,34.6,69,48.2,72.4,31.2,41.2,Lung and Bronchus
2004-2008,UHF42,301,4,Washington Heights,26.9,53.4,37.4,90.6,39.2,51.4,Lung and Bronchus
2004-2008,UHF42,302,4,Central Harlem - Morningside Heights,49.4,90.7,65.5,97.2,44,53.2,Lung and Bronchus
2004-2008,UHF42,303,4,East Harlem,48.5,76.7,59.9,64.4,32,32.4,Lung and Bronchus
2004-2008,UHF42,304,4,Upper West Side,44.9,60.1,51.1,129.4,66.8,62.6,Lung and Bronchus
2004-2008,UHF42,305,4,Upper East Side,60.1,60,59.6,153,90.2,62.8,Lung and Bronchus
2004-2008,UHF42,306,4,Chelsea - Clinton,45.5,67,55.2,76.6,33.8,42.8,Lung and Bronchus
2004-2008,UHF42,307,4,Gramercy Park - Murray Hill,59.5,63.4,60.3,96.4,53.6,42.8,Lung and Bronchus
2004-2008,UHF42,308,4,Greenwich Village - SoHo,47.5,70.7,58.1,50.4,22.4,28,Lung and Bronchus
2004-2008,UHF42,309,4,Union Square - Lower East Side,45.8,77.8,59.1,127,57.2,69.8,Lung and Bronchus
2004-2008,UHF42,310,4,Lower Manhattan,50.2,64.3,55.1,19.6,10.4,9.2,Lung and Bronchus
2004-2008,UHF42,401,4,Long Island City - Astoria,34.3,69.4,48.4,100.8,41.6,59.2,Lung and Bronchus
2004-2008,UHF42,402,4,West Queens,36.4,62.6,46.8,190.8,85.4,105.4,Lung and Bronchus
2004-2008,UHF42,403,4,Flushing - Clearview,42.7,67.2,52.6,174,81.4,92.6,Lung and Bronchus
2004-2008,UHF42,404,4,Bayside - Little Neck,50.8,57,53.3,66.8,36.4,30.4,Lung and Bronchus
2004-2008,UHF42,405,4,Ridgewood - Forest Hills,39.7,64.1,49.6,152.4,71.6,80.8,Lung and Bronchus
2004-2008,UHF42,406,4,Fresh Meadows,40.6,58.2,47.7,54.6,26.6,28,Lung and Bronchus
2004-2008,UHF42,407,4,Southwest Queens,33.5,63.3,45.8,114.8,48.6,66.2,Lung and Bronchus
2004-2008,UHF42,408,4,Jamaica,32.9,60.5,43.7,125.8,56.8,69,Lung and Bronchus
2004-2008,UHF42,409,4,Southeast Queens,40.5,55.3,46.6,101.8,53,48.8,Lung and Bronchus
2004-2008,UHF42,410,4,Rockaways,55.6,80.7,65.9,79,39.6,39.4,Lung and Bronchus
2004-2008,UHF42,501,4,Port Richmond,56.9,93,71.3,39.6,18.2,21.4,Lung and Bronchus
2004-2008,UHF42,502,4,Stapleton - St. George,52.7,74.9,61.8,79,39,40,Lung and Bronchus
2004-2008,UHF42,503,4,Willowbrook,57,75.5,63.7,64,32.6,31.4,Lung and Bronchus
2004-2008,UHF42,504,4,South Beach - Tottenville,63.4,89.1,73.6,147.4,71.4,76,Lung and Bronchus
2004-2008,Borough,1,1,Bronx,42.2,74.3,54.5,636.6,295.6,341,Lung and Bronchus
2004-2008,Borough,2,1,Brooklyn,38.5,66.7,49.8,1173.8,535.8,638,Lung and Bronchus
2004-2008,Borough,3,1,Manhattan,47.2,66.6,55.1,905.6,451,454.6,Lung and Bronchus
2004-2008,Borough,4,1,Queens,40.7,65.5,50.8,1164.4,543.4,621,Lung and Bronchus
2004-2008,Borough,5,1,Staten Island,59.9,84.9,69.8,330.4,161.6,168.8,Lung and Bronchus
2004-2008,Citywide,1,0,New York City,42.8,68.5,53.1,4210.8,1987.4,2223.4,Lung and Bronchus
2003-2007,UHF42,101,4,Kingsbridge - Riverdale,44.2,64.6,52,67.6,35.8,31.8,Lung and Bronchus
2003-2007,UHF42,102,4,Northeast Bronx,35.1,69.8,48.4,103.6,46.4,57.2,Lung and Bronchus
2003-2007,UHF42,103,4,Fordham - Bronx Pk,43,71.4,53.9,98.6,47.4,51.2,Lung and Bronchus
2003-2007,UHF42,104,4,Pelham - Throgs Neck,45.9,81.8,60,176.8,81.8,95,Lung and Bronchus
2003-2007,UHF42,105,4,Crotona -Tremont,41.3,74.2,53.5,69.6,31.8,37.8,Lung and Bronchus
2003-2007,UHF42,106,4,High Bridge - Morrisania,42.9,83.4,57.6,80.4,37,43.4,Lung and Bronchus
2003-2007,UHF42,107,4,Hunts Point - Mott Haven,42.6,59.6,48.5,44.8,23.2,21.6,Lung and Bronchus
2003-2007,UHF42,201,4,Greenpoint,38.3,59.5,46.8,49.2,23.6,25.6,Lung and Bronchus
2003-2007,UHF42,202,4,Downtown - Heights - Slope,39.9,65.3,50.3,96.2,44.4,51.8,Lung and Bronchus
2003-2007,UHF42,203,4,Bedford Stuyvesant - Crown Heights,36.7,74.6,50.6,132.8,59.6,73.2,Lung and Bronchus
2003-2007,UHF42,204,4,East New York,32.3,57.2,42.1,55,25.4,29.6,Lung and Bronchus
2003-2007,UHF42,205,4,Sunset Park,33.1,72.4,50.1,47.2,17.4,29.8,Lung and Bronchus
2003-2007,UHF42,206,4,Borough Park,38.4,63.3,48.7,161.4,74,87.4,Lung and Bronchus
2003-2007,UHF42,207,4,East Flatbush - Flatbush,25.8,41.2,31.7,91,44.8,46.2,Lung and Bronchus
2003-2007,UHF42,208,4,Canarsie - Flatlands,42.1,66.4,51.7,106.8,52,54.8,Lung and Bronchus
2003-2007,UHF42,209,4,Bensonhurst - Bay Ridge,42.6,76.5,56.6,146.6,65,81.6,Lung and Bronchus
2003-2007,UHF42,210,4,Coney Island - Sheepshead Bay,39.7,71.2,52.5,214.6,94.6,120,Lung and Bronchus
2003-2007,UHF42,211,4,Williamsburg - Bushwick,33,64.8,45.7,67.6,29.2,38.4,Lung and Bronchus
2003-2007,UHF42,301,4,Washington Heights,28.8,57.5,40.1,96.2,41.8,54.4,Lung and Bronchus
2003-2007,UHF42,302,4,Central Harlem - Morningside Heights,49.8,94.6,67.1,97.8,43.8,54,Lung and Bronchus
2003-2007,UHF42,303,4,East Harlem,46.1,79.4,60,63.6,30.2,33.4,Lung and Bronchus
2003-2007,UHF42,304,4,Upper West Side,44,62.2,51.3,127.4,64.2,63.2,Lung and Bronchus
2003-2007,UHF42,305,4,Upper East Side,59.1,62.3,60,152.8,88.4,64.4,Lung and Bronchus
2003-2007,UHF42,306,4,Chelsea - Clinton,46.9,69,56.7,76.8,34,42.8,Lung and Bronchus
2003-2007,UHF42,307,4,Gramercy Park - Murray Hill,55.6,60.4,57,88.2,48.8,39.4,Lung and Bronchus
2003-2007,UHF42,308,4,Greenwich Village - SoHo,45.5,72.4,58.2,49.2,20.8,28.4,Lung and Bronchus
2003-2007,UHF42,309,4,Union Square - Lower East Side,46.7,80.1,60.7,127.8,57.2,70.6,Lung and Bronchus
2003-2007,UHF42,310,4,Lower Manhattan,44.1,86.6,60.8,20.4,8.6,11.8,Lung and Bronchus
2003-2007,UHF42,401,4,Long Island City - Astoria,33.6,67.4,47.2,98.4,41.2,57.2,Lung and Bronchus
2003-2007,UHF42,402,4,West Queens,34.1,62.7,45.7,187.2,80.8,106.4,Lung and Bronchus
2003-2007,UHF42,403,4,Flushing - Clearview,38.5,67.4,50.1,165,73.2,91.8,Lung and Bronchus
2003-2007,UHF42,404,4,Bayside - Little Neck,51.9,54.1,52.5,64.2,36.2,28,Lung and Bronchus
2003-2007,UHF42,405,4,Ridgewood - Forest Hills,39.4,64.5,49.7,151,71,80,Lung and Bronchus
2003-2007,UHF42,406,4,Fresh Meadows,41.4,57.8,48.1,53.8,26.4,27.4,Lung and Bronchus
2003-2007,UHF42,407,4,Southwest Queens,33.4,67.3,47.3,117.6,48,69.6,Lung and Bronchus
2003-2007,UHF42,408,4,Jamaica,33.7,60.8,44.1,126.4,57.6,68.8,Lung and Bronchus
2003-2007,UHF42,409,4,Southeast Queens,39.7,57.8,47.1,100.4,50.8,49.6,Lung and Bronchus
2003-2007,UHF42,410,4,Rockaways,59.3,83,68.9,81.8,41.4,40.4,Lung and Bronchus
2003-2007,UHF42,501,4,Port Richmond,51.8,89.6,66.6,36.2,16.2,20,Lung and Bronchus
2003-2007,UHF42,502,4,Stapleton - St. George,51.6,76.3,62,77.8,37.6,40.2,Lung and Bronchus
2003-2007,UHF42,503,4,Willowbrook,55.5,76.7,63.6,62.8,31.2,31.6,Lung and Bronchus
2003-2007,UHF42,504,4,South Beach - Tottenville,63.2,96.2,76.2,149.2,70.4,78.8,Lung and Bronchus
2003-2007,Borough,1,1,Bronx,43.2,74.5,55.2,638.2,300.4,337.8,Lung and Bronchus
2003-2007,Borough,2,1,Brooklyn,38,67.3,49.8,1165.8,527.8,638,Lung and Bronchus
2003-2007,Borough,3,1,Manhattan,46.5,68.5,55.5,900.6,438.6,462,Lung and Bronchus
2003-2007,Borough,4,1,Queens,39.7,65.6,50.2,1149.6,529.6,620,Lung and Bronchus
2003-2007,Borough,5,1,Staten Island,58.4,87.7,70.1,326.4,155.6,170.8,Lung and Bronchus
2003-2007,Citywide,1,0,New York City,42.2,69.3,53.1,4180.6,1952,2228.6,Lung and Bronchus
2002-2006,UHF42,101,4,Kingsbridge - Riverdale,40.2,59.6,47.8,60.8,32,28.8,Lung and Bronchus
2002-2006,UHF42,102,4,Northeast Bronx,37,65.2,47.8,101.8,48.6,53.2,Lung and Bronchus
2002-2006,UHF42,103,4,Fordham - Bronx Pk,40.2,74,53.1,96.6,44.2,52.4,Lung and Bronchus
2002-2006,UHF42,104,4,Pelham - Throgs Neck,44.6,80.4,58.4,170.4,78.4,92,Lung and Bronchus
2002-2006,UHF42,105,4,Crotona -Tremont,43.5,73.1,54.6,68.6,32.4,36.2,Lung and Bronchus
2002-2006,UHF42,106,4,High Bridge - Morrisania,42.7,79.9,56.4,76.2,35.6,40.6,Lung and Bronchus
2002-2006,UHF42,107,4,Hunts Point - Mott Haven,38.7,65.8,49,44.4,20.4,24,Lung and Bronchus
2002-2006,UHF42,201,4,Greenpoint,38.9,60.2,47.6,49.2,23.6,25.6,Lung and Bronchus
2002-2006,UHF42,202,4,Downtown - Heights - Slope,40.5,65.3,50.4,93.8,43.8,50,Lung and Bronchus
2002-2006,UHF42,203,4,Bedford Stuyvesant - Crown Heights,38.7,78,53.3,137.8,62,75.8,Lung and Bronchus
2002-2006,UHF42,204,4,East New York,30.8,58.1,41.7,53.2,23.6,29.6,Lung and Bronchus
2002-2006,UHF42,205,4,Sunset Park,34.1,71,50.1,47,17.8,29.2,Lung and Bronchus
2002-2006,UHF42,206,4,Borough Park,36,59.1,45.7,152.4,70.8,81.6,Lung and Bronchus
2002-2006,UHF42,207,4,East Flatbush - Flatbush,25.1,43.9,32.1,90.6,42.8,47.8,Lung and Bronchus
2002-2006,UHF42,208,4,Canarsie - Flatlands,43.1,65.1,51.8,104.6,52.2,52.4,Lung and Bronchus
2002-2006,UHF42,209,4,Bensonhurst - Bay Ridge,42.2,81.7,58.4,150.4,64.4,86,Lung and Bronchus
2002-2006,UHF42,210,4,Coney Island - Sheepshead Bay,39.1,73.5,53.2,215.8,93,122.8,Lung and Bronchus
2002-2006,UHF42,211,4,Williamsburg - Bushwick,33.6,70.1,48,68.8,28.6,40.2,Lung and Bronchus
2002-2006,UHF42,301,4,Washington Heights,28,58.4,39.8,94,40.4,53.6,Lung and Bronchus
2002-2006,UHF42,302,4,Central Harlem - Morningside Heights,51.5,91.1,66.7,95.4,44.6,50.8,Lung and Bronchus
2002-2006,UHF42,303,4,East Harlem,47.3,83.4,62,64.2,30.2,34,Lung and Bronchus
2002-2006,UHF42,304,4,Upper West Side,44.5,61.1,51.2,124.6,63.6,61,Lung and Bronchus
2002-2006,UHF42,305,4,Upper East Side,60.8,65.1,62.1,156,90.2,65.8,Lung and Bronchus
2002-2006,UHF42,306,4,Chelsea - Clinton,48.9,72.8,59.3,78.2,34.4,43.8,Lung and Bronchus
2002-2006,UHF42,307,4,Gramercy Park - Murray Hill,56.1,58.7,56.7,85.4,48,37.4,Lung and Bronchus
2002-2006,UHF42,308,4,Greenwich Village - SoHo,47.8,76.6,61.4,50.6,21.2,29.4,Lung and Bronchus
2002-2006,UHF42,309,4,Union Square - Lower East Side,45.7,81.4,60.4,125.6,55.4,70.2,Lung and Bronchus
2002-2006,UHF42,310,4,Lower Manhattan,43.2,89.6,61.9,19.4,8,11.4,Lung and Bronchus
2002-2006,UHF42,401,4,Long Island City - Astoria,34.3,69.9,48.6,100.2,41.6,58.6,Lung and Bronchus
2002-2006,UHF42,402,4,West Queens,33.2,63.1,45.2,185.6,79.2,106.4,Lung and Bronchus
2002-2006,UHF42,403,4,Flushing - Clearview,36.9,68.4,49.8,161.6,70,91.6,Lung and Bronchus
2002-2006,UHF42,404,4,Bayside - Little Neck,53.2,56.3,54.1,64.8,36.2,28.6,Lung and Bronchus
2002-2006,UHF42,405,4,Ridgewood - Forest Hills,38.9,63.7,49,146.6,69.2,77.4,Lung and Bronchus
2002-2006,UHF42,406,4,Fresh Meadows,36.8,61.5,47.2,53,24,29,Lung and Bronchus
2002-2006,UHF42,407,4,Southwest Queens,37.1,71.3,51,125.6,52.6,73,Lung and Bronchus
2002-2006,UHF42,408,4,Jamaica,37.2,65.9,48.2,136.6,63.2,73.4,Lung and Bronchus
2002-2006,UHF42,409,4,Southeast Queens,40.6,61.6,48.9,102.2,50.8,51.4,Lung and Bronchus
2002-2006,UHF42,410,4,Rockaways,59.9,82.8,69.3,81.8,41.8,40,Lung and Bronchus
2002-2006,UHF42,501,4,Port Richmond,55,91.2,69.3,37,16.8,20.2,Lung and Bronchus
2002-2006,UHF42,502,4,Stapleton - St. George,52.5,81,64.5,78.8,37,41.8,Lung and Bronchus
2002-2006,UHF42,503,4,Willowbrook,54,81.3,64.9,63,30.2,32.8,Lung and Bronchus
2002-2006,UHF42,504,4,South Beach - Tottenville,63.8,97.7,77,147,69.2,77.8,Lung and Bronchus
2002-2006,Borough,1,1,Bronx,42,72.8,53.8,616.6,289.6,327,Lung and Bronchus
2002-2006,Borough,2,1,Brooklyn,37.5,67.7,49.6,1160.4,520.6,639.8,Lung and Bronchus
2002-2006,Borough,3,1,Manhattan,46.7,68.9,55.8,894.8,437,457.8,Lung and Bronchus
2002-2006,Borough,4,1,Queens,39.8,66.8,50.7,1160,531,629,Lung and Bronchus
2002-2006,Borough,5,1,Staten Island,58.5,89.5,71,326.2,153.4,172.8,Lung and Bronchus
2002-2006,Citywide,1,0,New York City,41.9,69.7,53.1,4158,1931.6,2226.4,Lung and Bronchus
2001-2005,UHF42,101,4,Kingsbridge - Riverdale,38.6,64,48.7,60.4,30,30.4,Lung and Bronchus
2001-2005,UHF42,102,4,Northeast Bronx,39.1,63.8,48.6,102.4,50.6,51.8,Lung and Bronchus
2001-2005,UHF42,103,4,Fordham - Bronx Pk,40.7,73.3,53,95.4,44.6,50.8,Lung and Bronchus
2001-2005,UHF42,104,4,Pelham - Throgs Neck,43.8,77.6,56.9,164.4,76.4,88,Lung and Bronchus
2001-2005,UHF42,105,4,Crotona -Tremont,42.2,74.5,54.5,68.2,31,37.2,Lung and Bronchus
2001-2005,UHF42,106,4,High Bridge - Morrisania,44.4,78.8,57.1,75.4,36,39.4,Lung and Bronchus
2001-2005,UHF42,107,4,Hunts Point - Mott Haven,34.2,73.4,49.3,43.6,17.6,26,Lung and Bronchus
2001-2005,UHF42,201,4,Greenpoint,40.7,62.9,49.8,50.4,24.2,26.2,Lung and Bronchus
2001-2005,UHF42,202,4,Downtown - Heights - Slope,39.6,64.6,49.5,89.6,41.6,48,Lung and Bronchus
2001-2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,38.6,76.5,52.7,134.6,61,73.6,Lung and Bronchus
2001-2005,UHF42,204,4,East New York,32.7,63.1,44.6,55,24.4,30.6,Lung and Bronchus
2001-2005,UHF42,205,4,Sunset Park,33.1,73.5,50.3,46.4,17.2,29.2,Lung and Bronchus
2001-2005,UHF42,206,4,Borough Park,37.7,63.7,48.5,161.6,73.6,88,Lung and Bronchus
2001-2005,UHF42,207,4,East Flatbush - Flatbush,23.2,46.2,31.7,88,39.4,48.6,Lung and Bronchus
2001-2005,UHF42,208,4,Canarsie - Flatlands,43.4,68.2,53,105,51.6,53.4,Lung and Bronchus
2001-2005,UHF42,209,4,Bensonhurst - Bay Ridge,43.2,82.7,59.3,151.4,65.4,86,Lung and Bronchus
2001-2005,UHF42,210,4,Coney Island - Sheepshead Bay,39.3,70.3,52.1,209.8,93,116.8,Lung and Bronchus
2001-2005,UHF42,211,4,Williamsburg - Bushwick,35.6,75.4,51.1,72.2,29.8,42.4,Lung and Bronchus
2001-2005,UHF42,301,4,Washington Heights,33,58.3,42.8,99.8,47,52.8,Lung and Bronchus
2001-2005,UHF42,302,4,Central Harlem - Morningside Heights,56.7,96.1,71.5,101.4,49.4,52,Lung and Bronchus
2001-2005,UHF42,303,4,East Harlem,45.4,85.2,61,62.2,28.4,33.8,Lung and Bronchus
2001-2005,UHF42,304,4,Upper West Side,46.4,59.3,51.6,123.2,64.4,58.8,Lung and Bronchus
2001-2005,UHF42,305,4,Upper East Side,61,67.2,63.3,158.4,90.4,68,Lung and Bronchus
2001-2005,UHF42,306,4,Chelsea - Clinton,50.7,74.6,61.2,78.6,35.2,43.4,Lung and Bronchus
2001-2005,UHF42,307,4,Gramercy Park - Murray Hill,56.4,57.7,56.9,83.4,47.4,36,Lung and Bronchus
2001-2005,UHF42,308,4,Greenwich Village - SoHo,50.8,77.5,63.2,51.6,22.4,29.2,Lung and Bronchus
2001-2005,UHF42,309,4,Union Square - Lower East Side,45,85.5,61.9,127.6,54.4,73.2,Lung and Bronchus
2001-2005,UHF42,310,4,Lower Manhattan,49.6,89.3,65.7,19.2,8.6,10.6,Lung and Bronchus
